"","artist","num_words","num_unique_words","per_unique"
"7683","dane-rumble",752,268,0.356382978723404
"7684","danelle-sandoval",202,98,0.485148514851485
"7685","danger-danger",1902,458,0.240799158780231
"7686","danger-doom",8999,2157,0.239693299255473
"7687","danger-mouse",2916,759,0.260288065843621
"7688","danger-mouse-sparklehorse",148,79,0.533783783783784
"7689","danger-radio",2079,442,0.212602212602213
"7690","danger-to-the-system",2901,680,0.234401930368838
"7691","dangerous",60,41,0.683333333333333
"7692","dangerous-toys",4173,1017,0.243709561466571
"7693","dani",670,233,0.347761194029851
"7694","dani-augustt",298,66,0.221476510067114
"7695","dani-harmer",274,103,0.375912408759124
"7696","dani-martan",3765,723,0.19203187250996
"7697","dani-moreno",916,207,0.225982532751092
"7698","dani-rey",918,206,0.224400871459695
"7699","dani-shay",1834,445,0.242639040348964
"7700","dani-tran",145,53,0.36551724137931
"7701","dani-wright",264,116,0.439393939393939
"7702","danica-shirey",1028,289,0.281128404669261
"7703","daniel",2008,590,0.293824701195219
"7704","daniel-a",267,120,0.449438202247191
"7705","daniel-adams-ray",1506,500,0.332005312084993
"7706","daniel-akakpo",167,64,0.383233532934132
"7707","daniel-amos",140,91,0.65
"7708","daniel-ash",1938,369,0.190402476780186
"7709","daniel-balavoine",4301,997,0.231806556614741
"7710","daniel-baslanger",540,256,0.474074074074074
"7711","daniel-bedingfield",11271,1078,0.0956436873391891
"7712","daniel-bovie",196,50,0.255102040816327
"7713","daniel-caesar",173,86,0.497109826589595
"7714","daniel-calveti",68,26,0.382352941176471
"7715","daniel-cohen",151,101,0.66887417218543
"7716","daniel-crossing",251,99,0.394422310756972
"7717","daniel-debourg",15,10,0.666666666666667
"7718","daniel-ebans",299,126,0.421404682274247
"7719","daniel-edwardson",89,51,0.573033707865168
"7720","daniel-garcia",2585,408,0.157833655705996
"7721","daniel-grospe",330,92,0.278787878787879
"7722","daniel-hawryluk",182,37,0.203296703296703
"7723","daniel-ingram",1327,437,0.3293142426526
"7724","daniel-j",1024,128,0.125
"7725","daniel-jay",252,141,0.55952380952381
"7726","daniel-johns",641,193,0.301092043681747
"7727","daniel-johnson",240,106,0.441666666666667
"7728","daniel-johnston",108,66,0.611111111111111
"7729","daniel-kajmakoski",220,92,0.418181818181818
"7730","daniel-keys",1048,327,0.312022900763359
"7731","daniel-kim",3595,701,0.194993045897079
"7732","daniel-kirkley",988,265,0.268218623481781
"7733","daniel-lanois",4391,1017,0.231610111591893
"7734","daniel-lavoie",6161,1454,0.236000649245252
"7735","daniel-merriweather",3741,613,0.163859930499866
"7736","daniel-nookla",26,20,0.769230769230769
"7737","daniel-norgren",948,298,0.314345991561181
"7738","daniel-o-donnell",10337,1543,0.149269614007933
"7739","daniel-oliver",2707,482,0.178056889545622
"7740","daniel-ortiz-official",329,160,0.486322188449848
"7741","daniel-padilla",2366,531,0.224429416737109
"7742","daniel-padilla-and-kathryn-bernardo",648,213,0.328703703703704
"7743","daniel-powter",8487,910,0.107222811358548
"7744","daniel-preston",70,51,0.728571428571429
"7745","daniel-romano",2892,719,0.248616874135546
"7746","daniel-rose",86,54,0.627906976744186
"7747","daniel-rossen",72,50,0.694444444444444
"7748","daniel-thornton",1737,442,0.254461715601612
"7749","daniel-tiger-s-neighborhood",417,121,0.290167865707434
"7750","daniel-tosh",3148,1018,0.323379923761118
"7751","daniela-andrade",1012,307,0.303359683794466
"7752","daniela-brooker",319,100,0.313479623824451
"7753","daniela-carpio",1356,376,0.277286135693215
"7754","daniela-herrero",256,83,0.32421875
"7755","daniela-mercury",104,46,0.442307692307692
"7756","daniele-liverani",6590,1144,0.173596358118361
"7757","daniele-meo",387,110,0.284237726098191
"7758","daniele-negroni",210,75,0.357142857142857
"7759","daniele-pino",2077,441,0.212325469427058
"7760","daniele-silvestri",4361,1343,0.307956890621417
"7761","danielle-bradbery",5124,849,0.165690866510539
"7762","danielle-brisebois",296,104,0.351351351351351
"7763","danielle-delaite",408,87,0.213235294117647
"7764","danielle-lowe",282,110,0.390070921985816
"7765","danimal-cannon",214,110,0.514018691588785
"7766","danish-radio-big-band",124,68,0.548387096774194
"7767","daniyo",489,225,0.460122699386503
"7768","danja-mowf",11645,2552,0.21914984972091
"7769","danko-jones",20706,1905,0.0920023181686468
"7770","danlocz",543,162,0.298342541436464
"7771","danna-paola",4182,785,0.187709230033477
"7772","danna-richards",168,55,0.327380952380952
"7773","danni-leigh",5580,854,0.153046594982079
"7774","danniebelle-hall",637,204,0.320251177394035
"7775","dannii-minogue",39160,2007,0.0512512768130746
"7776","danny",508,226,0.44488188976378
"7777","danny-aiello",998,258,0.258517034068136
"7778","danny-brown",26910,3638,0.13519137866964
"7779","danny-calvert",266,84,0.315789473684211
"7780","danny-d",135,70,0.518518518518518
"7781","danny-elfman",4756,1046,0.219932716568545
"7782","danny-fernandes",15416,1145,0.0742734820965231
"7783","danny-gokey",7434,966,0.129943502824859
"7784","danny-kirwan",5163,684,0.132481115630447
"7785","danny-l-harle",275,83,0.301818181818182
"7786","danny-lduan-tz",277,91,0.328519855595668
"7787","danny-malone",259,119,0.459459459459459
"7788","danny-mana",620,240,0.387096774193548
"7789","danny-romero",720,207,0.2875
"7790","danny-saucedo",4722,905,0.191656077933079
"7791","danny-seth",846,324,0.382978723404255
"7792","danny-toeman",966,311,0.321946169772257
"7793","danny-vera",416,172,0.413461538461538
"7794","danny-wolf",574,190,0.331010452961672
"7795","danny-zahalan",1691,388,0.229450029568303
"7796","dano",537,280,0.521415270018622
"7797","dansero",2274,534,0.234828496042216
"7798","dansson-marlon-hoffstadt",886,73,0.082392776523702
"7799","dante-beckford",880,199,0.226136363636364
"7800","dante-blak-frost",5421,1389,0.256225788599889
"7801","dante-klein",538,75,0.139405204460967
"7802","dante-thomas",3803,608,0.159873783854851
"7803","danveri",223,87,0.390134529147982
"7804","danwritessins",1138,436,0.383128295254833
"7805","dany-brillant",474,218,0.459915611814346
"7806","danza-invisible",364,134,0.368131868131868
"7807","danzel",1019,184,0.180569185475957
"7808","danzig",19070,1829,0.0959098059779759
"7809","daphne-celeste",3685,941,0.255359565807327
"7810","daphne-loves-derby",8038,1141,0.141950734013436
"7811","dara",1108,260,0.234657039711191
"7812","dara-keyla",162,72,0.444444444444444
"7813","dara-maclean",1247,292,0.234161988773055
"7814","darby-terence-trent",4999,1089,0.217843568713743
"7815","darden-smith",6920,1159,0.167485549132948
"7816","dare",263,67,0.254752851711027
"7817","dareysteel",1640,257,0.156707317073171
"7818","dargaard",2398,1164,0.485404503753128
"7819","dargoron",161,69,0.428571428571429
"7820","dari",350,75,0.214285714285714
"7821","darien-brockington",1268,361,0.284700315457413
"7822","darien-martus",303,130,0.429042904290429
"7823","darin",22535,1852,0.0821832704681606
"7824","darin-bobby",1031,350,0.339476236663434
"7825","darin-michaux",1767,391,0.221279003961517
"7826","darin-zanyar",720,207,0.2875
"7827","dario-caminita",203,80,0.394088669950739
"7828","dario-etok",428,82,0.191588785046729
"7829","dario-g",423,175,0.41371158392435
"7830","dario-marianelli",24,1,0.0416666666666667
"7831","dario-synth",624,196,0.314102564102564
"7832","darius",3919,696,0.177596325593264
"7833","darius-brooks",215,97,0.451162790697674
"7834","darius-danesh",11781,1335,0.113318054494525
"7835","darius-finlay",957,178,0.185997910135841
"7836","darius-rucker",14360,1706,0.118802228412256
"7837","dariush",230,123,0.534782608695652
"7838","dark",1968,622,0.316056910569106
"7839","dark-after-dawn",229,107,0.467248908296943
"7840","dark-age",5549,1202,0.21661560641557
"7841","dark-at-dawn",5945,1427,0.240033641715727
"7842","dark-dark-dark",265,69,0.260377358490566
"7843","dark-fortress",287,150,0.522648083623693
"7844","dark-funeral",9473,1522,0.160667159294838
"7845","dark-half",609,277,0.454844006568144
"7846","dark-idol",180,70,0.388888888888889
"7847","dark-latin-groove-dlg",1594,474,0.297365119196989
"7848","dark-light",30,26,0.866666666666667
"7849","dark-lotus",27300,3778,0.138388278388278
"7850","dark-millenium",3271,1091,0.333537144604097
"7851","dark-moor",10824,2181,0.20149667405765
"7852","dark-new-day",2367,477,0.201520912547529
"7853","dark-red-roses-of-love",161,87,0.540372670807453
"7854","dark-sanctuary",5937,1958,0.329796193363652
"7855","dark-side-cowboys",4079,1057,0.259132140230449
"7856","dark-source",2109,831,0.39402560455192
"7857","dark-synergy",453,184,0.406181015452539
"7858","dark-throne",7981,2414,0.302468362360606
"7859","dark-tranquility",19680,3623,0.184095528455285
"7860","dark-tranquillity",4509,1132,0.251053448658239
"7861","dark-waves",1317,314,0.238420652999241
"7862","darkane",4608,1219,0.264539930555556
"7863","darkbuster",3126,725,0.2319257837492
"7864","darkdeeperz",277,143,0.516245487364621
"7865","darkest-hour",5254,1291,0.24571754853445
"7866","darkkrad",1374,442,0.321688500727802
"7867","darkness",12814,1802,0.140627438738879
"7868","darko",1829,478,0.261344997266266
"7869","darko-rundek",549,322,0.586520947176685
"7870","darkseed",13149,2397,0.182295231576546
"7871","darkside",6742,1738,0.257787006822901
"7872","darkstar",589,184,0.312393887945671
"7873","darkwell",2396,694,0.289649415692821
"7874","darkwin",617,317,0.513776337115073
"7875","darkwoods-my-betrothed",5662,1413,0.24955845990816
"7876","darlene-love",2640,561,0.2125
"7877","darlene-mccoy",163,63,0.386503067484663
"7878","darlene-zschech",4755,607,0.127655099894848
"7879","darline",235,73,0.31063829787234
"7880","darling-musical",268,159,0.593283582089552
"7881","darling-parade",2195,391,0.178132118451025
"7882","darnell-davis",79,37,0.468354430379747
"7883","darnell-davis-the-remnant",219,94,0.429223744292237
"7884","darnell-robinson",852,274,0.321596244131455
"7885","daron-norwood",3054,735,0.240667976424361
"7886","darondo",167,78,0.467065868263473
"7887","darrein-safron",784,295,0.376275510204082
"7888","darrell-evans",1492,415,0.278150134048257
"7889","darrell-scott",728,325,0.446428571428571
"7890","darren-b",274,108,0.394160583941606
"7891","darren-criss",5259,898,0.170754896368131
"7892","darren-espanto",1546,354,0.228978007761966
"7893","darren-farris",871,279,0.320321469575201
"7894","darren-hanlon",409,154,0.376528117359413
"7895","darren-hayes",27098,2576,0.0950623662262898
"7896","darren-john",189,89,0.470899470899471
"7897","darren-scott",1215,393,0.323456790123457
"7898","darren-styles",8036,852,0.106022896963664
"7899","darren-suiter",108,79,0.731481481481482
"7900","darron-moore-and-the-14th-floor",3746,637,0.170048051254672
"7901","darryl-riley",39,9,0.230769230769231
"7902","darryl-worley",13662,1665,0.121870882740448
"7903","darude",587,138,0.235093696763203
"7904","darwin-deez",3007,677,0.225141336880612
"7905","darwin-s-waiting-room",3899,810,0.207745575788664
"7906","darwin-smith",203,99,0.487684729064039
"7907","daryl-braithwaite",776,219,0.282216494845361
"7908","daryl-coley",901,95,0.105438401775805
"7909","daryl-hall",9655,1171,0.121284308648369
"7910","daryl-hall-john-oates",14026,1467,0.104591472978754
"7911","daryl-ong",792,215,0.271464646464646
"7912","daryl-scairiot",334,140,0.419161676646707
"7913","daryle-singletary",6061,1155,0.190562613430127
"7914","darzamat",3362,987,0.293575252825699
"7915","das-efx",33068,4719,0.142705939276642
"7916","das-ich",8357,2347,0.280842407562522
"7917","das-modul",992,301,0.303427419354839
"7918","das-phantom-der-oper",491,213,0.433808553971487
"7919","das-pop",4879,885,0.181389629022341
"7920","das-raciast",270,169,0.625925925925926
"7921","das-wegas",195,69,0.353846153846154
"7922","dash-berlin",2291,448,0.195547795722392
"7923","dash-flash",426,187,0.438967136150235
"7924","dashboard-confessional",25219,2494,0.0988936912645228
"7925","dashiexp",1116,306,0.274193548387097
"7926","dashius-clay",2035,637,0.313022113022113
"7927","dasoul",204,80,0.392156862745098
"7928","dasu",272,152,0.558823529411765
"7929","dat-adam",5672,1415,0.249471086036671
"7930","datarock",3774,735,0.194753577106518
"7931","datdude",867,221,0.254901960784314
"7932","date-seven",505,192,0.38019801980198
"7933","dati",328,153,0.466463414634146
"7934","datsik",1766,539,0.305209513023783
"7935","datura",1113,298,0.26774483378257
"7936","daughn-gibson",300,166,0.553333333333333
"7937","daughter",5895,961,0.163019508057676
"7938","daughter-darling",1672,510,0.305023923444976
"7939","daughtry",21404,1548,0.0723229302934031
"7940","dav-d-garza",303,120,0.396039603960396
"7941","dave",477,159,0.333333333333333
"7942","dave-alvin",9878,1533,0.155193358979551
"7943","dave-aude",1366,244,0.178623718887262
"7944","dave-b",777,231,0.297297297297297
"7945","dave-barnes",9544,1142,0.119656328583403
"7946","dave-baxter",330,165,0.5
"7947","dave-brubeck",8127,1360,0.167343423157377
"7948","dave-carter-and-tracy-grammer",2686,1026,0.381980640357409
"7949","dave-chappelle",589,259,0.439728353140917
"7950","dave-clark-five",5364,564,0.105145413870246
"7951","dave-days",993,241,0.24269889224572
"7952","dave-dee",388,198,0.510309278350515
"7953","dave-dudley",35834,3334,0.093040129485963
"7954","dave-east",8878,1529,0.17222347375535
"7955","dave-edmunds",3556,683,0.19206974128234
"7956","dave-elder",149,53,0.355704697986577
"7957","dave-gahan",2631,512,0.194602812618776
"7958","dave-gahan-the-soulsavers",1479,346,0.23394185260311
"7959","dave-goldberg",273,108,0.395604395604396
"7960","dave-grohl",129,66,0.511627906976744
"7961","dave-hause",653,233,0.356814701378254
"7962","dave-hollister",27212,2000,0.0734969866235484
"7963","dave-koz",3015,534,0.177114427860697
"7964","dave-love",241,90,0.37344398340249
"7965","dave-mason",5981,896,0.149807724460793
"7966","dave-matthews",220,83,0.377272727272727
"7967","dave-matthews-band",49516,2891,0.0583851684304063
"7968","dave-matthews-tim-reynolds",6269,976,0.155686712394321
"7969","dave-mckenna",425,194,0.456470588235294
"7970","dave-mcpherson",193,79,0.409326424870466
"7971","dave-melillo",2166,606,0.279778393351801
"7972","dave-navarro",1822,454,0.249176728869374
"7973","dave-not-dave",270,90,0.333333333333333
"7974","dave-osti",122,61,0.5
"7975","dave-patten",2437,576,0.236356175625769
"7976","dave-pearce",1879,415,0.220862160723789
"7977","dave-pell",249,112,0.449799196787149
"7978","dave-potts",811,337,0.415536374845869
"7979","dave-reachill",1447,403,0.278507256392536
"7980","dave-shadow",1348,446,0.330860534124629
"7981","dave-sterling",169,68,0.402366863905325
"7982","dave-stewart",376,154,0.409574468085106
"7983","dave-sugar",429,141,0.328671328671329
"7984","dave-swarbrick",535,170,0.317757009345794
"7985","dave-tolliver",314,130,0.414012738853503
"7986","dave-tony",1082,184,0.170055452865065
"7987","dave-van-ronk",2961,848,0.286389733198244
"7988","dave-winnel-archie",80,55,0.6875
"7989","dave-winnel-mr-wilson",83,54,0.650602409638554
"7990","dave-young",181,64,0.353591160220994
"7991","davee",120,45,0.375
"7992","davell-crawford",902,273,0.302660753880266
"7993","davenport-cabinent",197,102,0.517766497461929
"7994","davey-ray-moor",445,207,0.465168539325843
"7995","davichi",512,298,0.58203125
"7996","david-allan-coe",36289,3577,0.0985698145443523
"7997","david-and-the-citizens",102,74,0.725490196078431
"7998","david-angel",180,92,0.511111111111111
"7999","david-archuleta",24758,2014,0.0813474432506665
"8000","david-arkenstone-and-charlee-brooks",114,58,0.508771929824561
"8001","david-arn",3865,1283,0.331953428201811
"8002","david-arthur-brown",1098,481,0.438069216757741
"8003","david-ball",8171,1134,0.138783502631257
"8004","david-banner",39222,3617,0.0922186527968997
"8005","david-barrull",213,64,0.300469483568075
"8006","david-bisbal",14944,1858,0.124330835117773
"8007","david-bisek",340,84,0.247058823529412
"8008","david-blingz",360,183,0.508333333333333
"8009","david-bowie",112620,6753,0.0599627064464571
"8010","david-brent",492,186,0.378048780487805
"8011","david-brown",401,109,0.271820448877805
"8012","david-bustamante",2852,580,0.203366058906031
"8013","david-byrne",24165,3410,0.141113180219325
"8014","david-byrne-st-vincent",2418,729,0.301488833746898
"8015","david-c-clements",339,135,0.398230088495575
"8016","david-campbell",387,164,0.423772609819121
"8017","david-carbonara",23,14,0.608695652173913
"8018","david-cassidy",3634,634,0.174463401210787
"8019","david-charvet",7392,1026,0.138798701298701
"8020","david-choi",1181,300,0.254022015241321
"8021","david-civera",6878,1320,0.191916254725211
"8022","david-clayton-thomas",1047,347,0.331423113658071
"8023","david-cook",15562,1388,0.0891916206143169
"8024","david-correy",367,104,0.283378746594005
"8025","david-coverdale",8106,1004,0.12385886997286
"8026","david-crosby",18224,2431,0.13339552238806
"8027","david-crowder",18582,1507,0.0810999892368959
"8028","david-dallas",1587,482,0.303717706364209
"8029","david-daughtry",234,78,0.333333333333333
"8030","david-david",1447,494,0.34139599170698
"8031","david-de-maria",920,352,0.382608695652174
"8032","david-deboy",337,147,0.43620178041543
"8033","david-draiman",123,64,0.520325203252033
"8034","david-dunn",1359,266,0.195732155997057
"8035","david-easthouse",2259,806,0.356795042054006
"8036","david-fathead-newman",1486,427,0.287348586810229
"8037","david-ford",2629,568,0.216051730696082
"8038","david-foster",487,183,0.375770020533881
"8039","david-frizzell",1924,550,0.285862785862786
"8040","david-gamboa",150,52,0.346666666666667
"8041","david-garrett",1181,430,0.364098221845893
"8042","david-garza",1394,400,0.286944045911047
"8043","david-gates",7576,1150,0.151795142555438
"8044","david-geddes",250,124,0.496
"8045","david-gelman",3401,647,0.190238165245516
"8046","david-gilmour",6143,1359,0.221227413315969
"8047","david-gogo",148,53,0.358108108108108
"8048","david-gray",30740,3370,0.109629147690306
"8049","david-grisman",251,142,0.565737051792829
"8050","david-guetta",35925,1871,0.052080723729993
"8051","david-guetta-showtek-featuring-vassy",398,91,0.228643216080402
"8052","david-harks",179,74,0.41340782122905
"8053","david-hasselhoff",39462,3172,0.0803811261466728
"8054","david-hermansson",290,149,0.513793103448276
"8055","david-hernandez",563,173,0.307282415630551
"8056","david-holmes",289,170,0.588235294117647
"8057","david-homyk",712,189,0.265449438202247
"8058","david-houston",16278,1811,0.111254453864111
"8059","david-j",441,221,0.501133786848073
"8060","david-james-fritch",244,136,0.557377049180328
"8061","david-james-stewart",1966,446,0.226856561546287
"8062","david-johnstone",189,99,0.523809523809524
"8063","david-jordan",4707,672,0.1427660930529
"8064","david-karsten-daniels",114,39,0.342105263157895
"8065","david-kersh",4123,872,0.211496483143342
"8066","david-klein",270,69,0.255555555555556
"8067","david-knopfler",462,188,0.406926406926407
"8068","david-lang",135,52,0.385185185185185
"8069","david-latour",22,11,0.5
"8070","david-lawrence",100,64,0.64
"8071","david-lee-garza",405,127,0.31358024691358
"8072","david-lee-murphy",10681,1314,0.12302218893362
"8073","david-lee-roth",16348,2457,0.150293613897724
"8074","david-lindley",1200,264,0.22
"8075","david-lingabees",382,176,0.460732984293194
"8076","david-lowery",1058,379,0.358223062381853
"8077","david-lynch",3312,828,0.25
"8078","david-martin",846,226,0.267139479905437
"8079","david-mayfield",363,152,0.418732782369146
"8080","david-mead",4590,995,0.21677559912854
"8081","david-meulen",1791,584,0.32607481853713
"8082","david-mikael",499,141,0.282565130260521
"8083","david-moore",1111,258,0.232223222322232
"8084","david-morales",398,92,0.231155778894472
"8085","david-nail",9267,1383,0.149239235998705
"8086","david-newman",210,62,0.295238095238095
"8087","david-oldfield",203,66,0.32512315270936
"8088","david-olney",357,185,0.518207282913165
"8089","david-osborne",2340,622,0.265811965811966
"8090","david-pabon",1335,355,0.265917602996255
"8091","david-pack",353,134,0.379603399433428
"8092","david-peaston",761,210,0.275952693823916
"8093","david-phelps",6462,1195,0.184927267099969
"8094","david-pomeranz",1225,365,0.297959183673469
"8095","david-pop",356,98,0.275280898876405
"8096","david-porter",481,146,0.303534303534304
"8097","david-r-mohr",817,229,0.280293757649939
"8098","david-ramirez",138,74,0.536231884057971
"8099","david-ruffin",3043,535,0.175813342096615
"8100","david-ryan-harris",5002,1058,0.211515393842463
"8101","david-sanborn",5045,1001,0.198414271555996
"8102","david-serero",225,97,0.431111111111111
"8103","david-seville",590,74,0.125423728813559
"8104","david-sneddon",3938,643,0.163280853224987
"8105","david-soul",4129,939,0.227415839186244
"8106","david-sylvian",9848,1956,0.198619008935825
"8107","david-usher",15503,1780,0.114816487131523
"8108","david-vendetta",113,61,0.539823008849557
"8109","david-walters",89,58,0.651685393258427
"8110","david-wilcox",44877,3936,0.087706397486463
"8111","david-willcocks",130,64,0.492307692307692
"8112","david-zowie",223,31,0.139013452914798
"8113","davidge",298,111,0.37248322147651
"8114","davina-leone",395,144,0.364556962025316
"8115","davinche",341,123,0.360703812316716
"8116","davion-farris",262,113,0.431297709923664
"8117","davion-thigpen",65,47,0.723076923076923
"8118","davis",217,126,0.580645161290323
"8119","davis-alana",2986,711,0.238111185532485
"8120","davis-mac",1568,456,0.290816326530612
"8121","davis-mallory",203,75,0.369458128078818
"8122","davor-matosevic",696,291,0.418103448275862
"8123","davy-jones",676,191,0.282544378698225
"8124","dawes",5178,1062,0.205098493626883
"8125","dawg-crappy",267,148,0.554307116104869
"8126","dawin",3419,385,0.112606025153554
"8127","dawn",3311,1167,0.352461491996376
"8128","dawn-angelique-richard",570,203,0.356140350877193
"8129","dawn-kinnard",467,118,0.252676659528908
"8130","dawn-landes",409,174,0.425427872860636
"8131","dawn-of-dreams",2781,766,0.275440489032722
"8132","dawn-richard",26226,2050,0.0781667047967666
"8133","dawn-sears",181,107,0.591160220994475
"8134","dax-johnson",886,217,0.244920993227991
"8135","dax-riggs",1325,375,0.283018867924528
"8136","day",217,106,0.488479262672811
"8137","day-26",23825,1719,0.0721511017838405
"8138","day-after-you",231,121,0.523809523809524
"8139","day-of-fire",7743,930,0.120108485083301
"8140","day-of-gray",3490,585,0.167621776504298
"8141","day-one",3370,697,0.206824925816024
"8142","day-six",398,203,0.510050251256281
"8143","day-wave",469,117,0.249466950959488
"8144","daya",5291,608,0.114912114912115
"8145","dayanti-kris",373,182,0.487935656836461
"8146","dayate",57,46,0.807017543859649
"8147","daybreak",352,100,0.284090909090909
"8148","daye-jack",378,148,0.391534391534392
"8149","dayglo-abortions",7897,1785,0.226035203241737
"8150","daylight",115,66,0.573913043478261
"8151","daylight-dies",1447,564,0.38977194194886
"8152","dayme-y-el-high",419,170,0.405727923627685
"8153","dayne-taylor",2257,400,0.177226406734603
"8154","dayron",1238,468,0.378029079159935
"8155","days-are-done",156,77,0.493589743589744
"8156","days-away",3744,580,0.15491452991453
"8157","days-like-these",1574,430,0.273189326556544
"8158","days-n-daze",209,119,0.569377990430622
"8159","days-of-the-new",6946,847,0.121940685286496
"8160","daysend",1233,367,0.29764801297648
"8161","dayton-family",22869,3468,0.151646333464515
"8162","dazaranha",105,64,0.60952380952381
"8163","daze",2469,362,0.14661806399352
"8164","dazz-band",1480,245,0.165540540540541
"8165","dazzie-d",670,149,0.222388059701493
"8166","dazzle",8,4,0.5
"8167","db-shapiro",488,210,0.430327868852459
"8168","dberrie",210,70,0.333333333333333
"8169","dbgt",128,88,0.6875
"8170","dbois-of-mental-block",1579,363,0.229892336922103
"8171","dcaegrlig-vane",541,165,0.304990757855823
"8172","dcool",292,183,0.626712328767123
"8173","ddt",515,146,0.283495145631068
"8174","ddy-nunes",192,81,0.421875
"8175","de-andre-fabrizio",3375,1244,0.368592592592593
"8176","de-da-delige",709,228,0.321579689703808
"8177","de-espaldas-al-patriarcado",289,141,0.487889273356401
"8178","de-facto",40,28,0.7
"8179","de-fam",689,274,0.397677793904209
"8180","de-grees",150,31,0.206666666666667
"8181","de-heideroosjes",5205,1507,0.289529298751201
"8182","de-ideale-wereld",146,18,0.123287671232877
"8183","de-infernali",820,254,0.309756097560976
"8184","de-jeugd-van-tegenwoordig",1665,507,0.304504504504505
"8185","de-kast",8893,1672,0.188013043967165
"8186","de-kreuners",2026,480,0.236920039486673
"8187","de-la-ghetto",1246,465,0.373194221508828
"8188","de-la-mancha",93,59,0.634408602150538
"8189","de-la-muerte",514,180,0.350194552529183
"8190","de-la-soul",73258,7978,0.108902781948729
"8191","de-la-soul-s-plug-1-plug-2-present",1167,407,0.348757497857755
"8192","de-la-tierra",749,362,0.483311081441923
"8193","de-lux",713,144,0.201963534361851
"8194","de-moraes-vinicius",866,320,0.369515011547344
"8195","de-palmas",608,197,0.324013157894737
"8196","de-parte-mia",191,96,0.50261780104712
"8197","de-phazz",923,229,0.248104008667389
"8198","de-rosa",608,198,0.325657894736842
"8199","de-staat",1990,524,0.263316582914573
"8200","de-vision",3008,704,0.234042553191489
"8201","deach",596,249,0.417785234899329
"8202","deacon-blue",27545,2850,0.103467053911781
"8203","dead",312,134,0.429487179487179
"8204","dead-50-s",272,111,0.408088235294118
"8205","dead-beat-punx",237,78,0.329113924050633
"8206","dead-boys",898,351,0.39086859688196
"8207","dead-bronco",226,111,0.491150442477876
"8208","dead-by-april",8457,901,0.106538961806787
"8209","dead-can-dance",6459,1676,0.259482892088559
"8210","dead-cats-dead-rats",251,138,0.549800796812749
"8211","dead-celebrity-status",6606,1522,0.230396609143203
"8212","dead-ceremony",99,57,0.575757575757576
"8213","dead-confederate",424,164,0.386792452830189
"8214","dead-congregation",464,315,0.678879310344828
"8215","dead-cult-diaries",184,61,0.331521739130435
"8216","dead-infection",4536,1483,0.326940035273369
"8217","dead-kennedys",19317,3238,0.167624372314542
"8218","dead-man-s-bones",192,98,0.510416666666667
"8219","dead-milkmen",32209,3843,0.119314477320004
"8220","dead-moon",15423,2330,0.151073072683654
"8221","dead-mushroom",814,305,0.374692874692875
"8222","dead-poet-society",106,64,0.60377358490566
"8223","dead-poetic",9220,1100,0.119305856832972
"8224","dead-prez",30428,3954,0.129946102274221
"8225","dead-sara",897,240,0.267558528428094
"8226","dead-soul",123,82,0.666666666666667
"8227","dead-soul-tribe",4949,1143,0.230955748636088
"8228","dead-to-fall",4251,941,0.221359680075276
"8229","dead-to-me",2150,597,0.277674418604651
"8230","dead-world",828,448,0.541062801932367
"8231","dead-youth",994,539,0.542253521126761
"8232","deadbeat",158,94,0.594936708860759
"8233","deadboy-the-elephantmen",3230,576,0.178328173374613
"8234","deadeye-dick",516,174,0.337209302325581
"8235","deadguy",107,48,0.448598130841121
"8236","deadlock",3882,1029,0.265069551777434
"8237","deadman",275,109,0.396363636363636
"8238","deadmau5",9972,1072,0.107501002807862
"8239","deadstar-assembly",5291,829,0.156681156681157
"8240","deadsy",8132,1626,0.19995081160846
"8241","deadwood",968,336,0.347107438016529
"8242","deaf-club",1310,384,0.293129770992366
"8243","deaf-havana",1084,286,0.263837638376384
"8244","deafheaven",1205,592,0.491286307053942
"8245","dealership",131,88,0.67175572519084
"8246","dealrafael",1809,764,0.422332780541736
"8247","dealrafael-jsp-e",679,343,0.505154639175258
"8248","dean",946,328,0.346723044397463
"8249","dean-anthony-aleksandar-galoski",126,53,0.420634920634921
"8250","dean-blunt",323,118,0.365325077399381
"8251","dean-britta",1279,248,0.193901485535575
"8252","dean-brody",6112,1238,0.202552356020942
"8253","dean-carter",81,41,0.506172839506173
"8254","dean-friedman",13137,2265,0.172413793103448
"8255","dean-fujioka",161,69,0.428571428571429
"8256","dean-geyer",3251,592,0.182097816056598
"8257","dean-lewis",299,100,0.334448160535117
"8258","dean-miller",214,89,0.41588785046729
"8259","dean-raven",345,95,0.27536231884058
"8260","dean-roxie",605,214,0.353719008264463
"8261","dean-tyler",223,149,0.668161434977579
"8262","dean-wareham",574,163,0.28397212543554
"8263","deana-carter",12047,1571,0.130405910185108
"8264","deandre-brackensick",497,181,0.364185110663984
"8265","deanna-nicole",672,308,0.458333333333333
"8266","deap-vally",782,186,0.237851662404092
"8267","dear-and-the-headlights",6487,1505,0.232002466471404
"8268","dear-ephesus",1613,639,0.396156230626162
"8269","dear-jack",1617,444,0.274582560296846
"8270","dear-john",776,282,0.36340206185567
"8271","dear-juliet",1148,285,0.248257839721254
"8272","dear-reader",2863,734,0.256374432413552
"8273","dear-stalker",857,197,0.229871645274212
"8274","dear-stella",778,226,0.290488431876607
"8275","dear-whoever",2156,460,0.213358070500928
"8276","dearly-beloved",7,7,1
